" ""topic"" "," ""labID"" "," ""resource"" "
" ""http://dbpedia.org/resource/NumPy"" "," ""6"" "," ""http://localhost:3030/University/COMP6741/Labs/lab06.pdf"" "
" ""http://dbpedia.org/resource/Pythonidae"" "," ""6"" "," ""http://localhost:3030/University/COMP6741/Labs/lab06.pdf"" "
" ""http://dbpedia.org/resource/Scikit-learn"" "," ""6"" "," ""http://localhost:3030/University/COMP6741/Labs/lab06.pdf"" "
" ""http://dbpedia.org/resource/The_Lego_Movie"" "," ""6"" "," ""http://localhost:3030/University/COMP6741/Labs/lab06.pdf"" "
" ""http://dbpedia.org/resource/Toy_Story_2"" "," ""6"" "," ""http://localhost:3030/University/COMP6741/Labs/lab06.pdf"" "
" ""http://dbpedia.org/resource/Workable_FC"" "," ""6"" "," ""http://localhost:3030/University/COMP6741/Labs/lab06.pdf"" "
" ""http://dbpedia.org/resource/Apache_Solr"" "," ""7"" "," ""http://localhost:3030/University/COMP6741/Labs/lab07.pdf"" "
" ""http://dbpedia.org/resource/Cluedo"" "," ""7"" "," ""http://localhost:3030/University/COMP6741/Labs/lab07.pdf"" "
" ""http://dbpedia.org/resource/Cosine_similarity"" "," ""7"" "," ""http://localhost:3030/University/COMP6741/Labs/lab07.pdf"" "
" ""http://dbpedia.org/resource/Dog"" "," ""7"" "," ""http://localhost:3030/University/COMP6741/Labs/lab07.pdf"" "
" ""http://dbpedia.org/resource/Elasticsearch"" "," ""7"" "," ""http://localhost:3030/University/COMP6741/Labs/lab07.pdf"" "
" ""http://dbpedia.org/resource/Google_Search"" "," ""7"" "," ""http://localhost:3030/University/COMP6741/Labs/lab07.pdf"" "
" ""http://dbpedia.org/resource/Library"" "," ""7"" "," ""http://localhost:3030/University/COMP6741/Labs/lab07.pdf"" "
" ""http://dbpedia.org/resource/Lucene"" "," ""7"" "," ""http://localhost:3030/University/COMP6741/Labs/lab07.pdf"" "
" ""http://dbpedia.org/resource/Machine_learning"" "," ""7"" "," ""http://localhost:3030/University/COMP6741/Labs/lab07.pdf"" "
" ""http://dbpedia.org/resource/Moodle"" "," ""7"" "," ""http://localhost:3030/University/COMP6741/Labs/lab07.pdf"" "
" ""http://dbpedia.org/resource/MovieLens"" "," ""7"" "," ""http://localhost:3030/University/COMP6741/Labs/lab07.pdf"" "
" ""http://dbpedia.org/resource/Natural-language_processing"" "," ""7"" "," ""http://localhost:3030/University/COMP6741/Labs/lab07.pdf"" "
" ""http://dbpedia.org/resource/NuBus"" "," ""7"" "," ""http://localhost:3030/University/COMP6741/Labs/lab07.pdf"" "
" ""http://dbpedia.org/resource/Scikit-learn"" "," ""7"" "," ""http://localhost:3030/University/COMP6741/Labs/lab07.pdf"" "
" ""http://dbpedia.org/resource/Tfidf"" "," ""7"" "," ""http://localhost:3030/University/COMP6741/Labs/lab07.pdf"" "
" ""http://dbpedia.org/resource/Usenet"" "," ""7"" "," ""http://localhost:3030/University/COMP6741/Labs/lab07.pdf"" "
" ""http://dbpedia.org/resource/Usenet_newsgroup"" "," ""7"" "," ""http://localhost:3030/University/COMP6741/Labs/lab07.pdf"" "
" ""http://dbpedia.org/resource/Confusion_matrix"" "," ""8"" "," ""http://localhost:3030/University/COMP6741/Labs/lab08.pdf"" "
" ""http://dbpedia.org/resource/Machine_learning"" "," ""8"" "," ""http://localhost:3030/University/COMP6741/Labs/lab08.pdf"" "
" ""http://dbpedia.org/resource/Moodle"" "," ""8"" "," ""http://localhost:3030/University/COMP6741/Labs/lab08.pdf"" "
" ""http://dbpedia.org/resource/Scikit-learn"" "," ""8"" "," ""http://localhost:3030/University/COMP6741/Labs/lab08.pdf"" "
" ""http://dbpedia.org/resource/Tfidf"" "," ""8"" "," ""http://localhost:3030/University/COMP6741/Labs/lab08.pdf"" "
