" ""topic"" "," ""lectureID"" "," ""resource"" ",,
" ""http://dbpedia.org/resource/Barcelona"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/Battle_of_Antietam"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/Battle_of_Fredericksburg"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/Battle_of_Gettysburg"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/CNN"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/Cat"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/Cloud_computing"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/Concordia_University"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/Convolutional_neural_network"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/Data_center"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/David_Foster"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/Economics"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/Geoffrey_Hinton"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/Google"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/Google_Search"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/Identity_theft"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/Ilya_Kabakov"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/ImageNet"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/Joe_Bloggs"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/La_Paz"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/Main_Intelligence_Directorate"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/Manning_Publications"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/Memory"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/Microsoft"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/Natural-language_processing"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/Open-source_model"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/OpenAI"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/Ovid"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/Perceptron"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/Phishing"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/Reading_F.C."" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/Rock_music"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/Softmax_function"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/Stanford_University"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
